song_id,language,singer,valence,arousal,genre,main_genre
hindi_Sun_Saathiya,Hindi,Priya Saraiya & Divya Kumar,0.75,0.4,Indian Film Romantic Ballad,Pop
hindi_Ae_Dil_Hai_Mushkil,Hindi,Arijit Singh,0.4,0.5,Indian Film Sad Ballad,Classical
hindi_Tera_Hone_Laga_Hoon,Hindi,Atif Aslam,0.9,0.6,Indian Film Romantic Ballad,Pop
hindi_Khairiyat,Hindi,Arijit Singh,0.3,0.4,Indian Film Acoustic Ballad,Pop
hindi_Saibo,Hindi,Shreya Ghoshal & Tochi Raina,0.8,0.3,Indian Indie Romantic Ballad,Pop
hindi_Kun_Faya_Kun,Hindi,"A.R. Rahman, Javed Ali, Mohit Chauhan",0.6,0.3,Sufi Devotional,Classical
hindi_Allah_Ke_Bande,Hindi,Kailash Kher,0.7,0.4,Sufi Rock,Classical
hindi_Badtameez_Dil,Hindi,Benny Dayal,0.95,0.9,Bollywood Dance Pop,Pop
hindi_Zinda,Hindi,Siddharth Mahadevan,0.7,0.9,Bollywood Rock,Rock
hindi_Raabta,Hindi,Arijit Singh,0.85,0.5,Indian Film Romantic Ballad,Pop
hindi_Kal_Ho_Naa_Ho,Hindi,Sonu Nigam,0.3,0.4,Indian Film Romantic Ballad,Pop
hindi_Tera_Ban_Jaunga,Hindi,Akhil Sachdeva & Tulsi Kumar,0.85,0.5,Indian Film Romantic Ballad,Pop
hindi_Jeene_Laga_Hoon,Hindi,Atif Aslam & Shreya Ghoshal,0.9,0.5,Indian Film Romantic Ballad,Pop
hindi_Phir_Le_Aya_Dil,Hindi,Rekha Bhardwaj,0.3,0.3,Indian Film Ghazal,Classical
hindi_Shayad,Hindi,Arijit Singh,0.85,0.5,Indian Film Romantic Ballad,Pop
hindi_Janam_Janam,Hindi,Arijit Singh & Antara Mitra,0.7,0.6,Indian Film Romantic Ballad,Pop
hindi_Galliyan,Hindi,Ankit Tiwari,0.8,0.5,Indian Film Sad Ballad,Classical
hindi_Samjhawan,Hindi,Arijit Singh & Shreya Ghoshal,0.5,0.4,Indian Film Romantic Ballad,Pop
hindi_Pee_Loon,Hindi,Mohit Chauhan,0.9,0.5,Indian Film Romantic Ballad,Pop
hindi_Mast_Magan,Hindi,Arijit Singh & Chinmayi,0.85,0.5,Indian Film Romantic Ballad,Pop
hindi_Tera_Yaar_Hoon_Main,Hindi,Arijit Singh,0.6,0.5,Indian Film Friendship Ballad,Pop
hindi_Sooraj_Dooba_Hain,Hindi,Arijit Singh,0.95,0.85,Bollywood Dance Pop,Pop
hindi_Ghungroo,Hindi,Arijit Singh & Shilpa Rao,0.9,0.8,Bollywood Dance Pop,Pop
hindi_Nashe_Si_Chadh_Gayi,Hindi,Arijit Singh,0.85,0.9,Bollywood Dance Pop,Pop
hindi_Desi_Girl,Hindi,"Shankar Mahadevan, Sunidhi Chauhan",0.9,0.8,Bollywood Dance Pop,Pop
hindi_Mitwa,Hindi,Shankar-Ehsaan-Loy,0.8,0.5,Indian Film Romantic Ballad,Pop
hindi_Rang_De_Basanti,Hindi,Daler Mehndi & K.S. Chithra,0.8,0.85,Indian Film Patriotic Rock,Rock
hindi_Vande_Mataram,Hindi,A.R. Rahman,0.7,0.6,Indian Patriotic Song,Country
marathi_Zingaat,Marathi,Ajay-Atul,0.9,0.9,Marathi Folk Dance,Country
marathi_Yad_Lagla,Marathi,Ajay Gogavale,0.85,0.7,Marathi Romantic Ballad,Classical
english_Shake_It_Off,English,Taylor Swift,0.86,0.73,Dance Pop,Pop
english_Royals,English,Lorde,0.72,0.7,Minimalist Pop,Pop
english_Dark_Horse,English,Katy Perry ft. Juicy J,0.78,0.89,Electropop,Electronic
english_Love_Yourself,English,Justin Bieber,0.76,0.57,Acoustic Pop Ballad,Pop
english_Firework,English,Katy Perry,0.41,0.77,Dance Pop,Pop
english_Cheap_Thrills,English,Sia,0.7,0.69,Dance Pop,Pop
english_Problem,English,Ariana Grande ft. Iggy Azalea,0.52,0.49,Dance Pop,Pop
english_Love_Me_Like_You_Do,English,Ellie Goulding,0.95,0.76,Pop Ballad,Pop
english_Hall_of_Fame,English,The Script ft. will.i.am,0.8,0.85,Pop Rock,Rock
english_We_Dont_Talk_Anymore,English,Charlie Puth ft. Selena Gomez,0.4,0.5,Tropical Pop,Pop
english_Roar,English,Katy Perry,0.76,0.72,Pop Anthem,Pop
english_Stressed_Out,English,Twenty One Pilots,0.87,0.74,Alternative Hip-Hop,Hip-Hop
english_Sugar,English,Maroon 5,0.3,0.85,Pop Rock,Rock
english_Locked_Out_of_Heaven,English,Bruno Mars,0.9,0.85,Funk Pop,R&B
english_Dance_Monkey,English,Tones and I,0.57,0.61,Alternative Pop,Rock
english_Don't_Speak,English,No Doubt,0.57,0.57,Pop Rock Ballad,Rock
english_Bleeding_Love,English,Leona Lewis,0.45,0.5,Pop Soul Ballad,R&B
english_Chasing_Cars,English,Snow Patrol,0.79,0.56,Alternative Rock Ballad,Rock
english_I_Will_Always_Love_You,English,Whitney Houston,0.86,0.68,Soul Pop Ballad,R&B
english_Toxic,English,Britney Spears,0.59,0.62,Electropop,Electronic
english_With_or_Without_You,English,U2,0.69,0.41,Alternative Rock,Rock
english_Every_Breath_You_Take,English,The Police,0.5,0.4,Soft Rock,Rock
english_Back_to_Black,English,Amy Winehouse,0.3,0.5,Soul Jazz,Jazz
english_Viva_Forever,English,Spice Girls,0.61,0.53,Pop Ballad,Pop
english_Dream_On,English,Aerosmith,0.59,0.52,Hard Rock Ballad,Rock
english_Karma_Police,English,Radiohead,0.35,0.5,Alternative Rock,Rock
english_Everybody_Hurts,English,R.E.M.,0.42,0.48,Alternative Rock Ballad,Rock
english_Stronger_(What_Doesn't_Kill_You),English,Kelly Clarkson,0.7,0.85,Dance Pop,Pop
english_Creep,English,Radiohead,0.48,0.65,Alternative Rock,Rock
english_I_Don’t_Want_to_Miss_a_Thing,English,Aerosmith,0.88,0.69,Power Ballad Rock,Rock
english_Take_On_Me,English,a-ha,0.91,0.69,Synth Pop,Pop
english_Time_After_Time,English,Cyndi Lauper,0.77,0.64,Soft Rock,Rock
english_Africa,English,Toto,0.69,0.56,Soft Rock,Rock
english_Iris,English,Goo Goo Dolls,0.88,0.69,Alternative Rock Ballad,Rock
english_Because_of_You,English,Kelly Clarkson,0.75,0.8,Pop Rock Ballad,Rock
english_Like_a_Rolling_Stone,English,Bob Dylan,0.73,0.6,Folk Rock,Rock
english_Bridge_Over_Troubled_Water,English,Simon & Garfunkel,0.72,0.59,Gospel Pop,R&B
english_Nothing_Else_Matters,English,Metallica,0.71,0.43,Heavy Metal Ballad,Rock
english_Everybody_Wants_to_Rule_the_World,English,Tears for Fears,0.75,0.55,New Wave Pop,Pop
english_Eye_of_the_Tiger,English,Survivor,0.75,0.95,Arena Rock,Rock
english_The_Sound_of_Silence,English,Simon & Garfunkel,0.65,0.49,Folk Rock,Rock
english_Under_Pressure,English,Queen & David Bowie,0.81,0.52,Art Rock,Rock
english_Man_in_the_Mirror,English,Michael Jackson,0.65,0.55,Pop Soul,R&B
english_The_Winner_Takes_It_All,English,ABBA,0.86,0.7,Pop Ballad,Pop
english_Every_Rose_Has_Its_Thorn,English,Poison,0.35,0.45,Glam Metal Ballad,Rock
english_Tears_in_Heaven,English,Eric Clapton,0.48,0.49,Soft Rock Ballad,Rock
english_She_Will_Be_Loved,English,Maroon 5,0.55,0.45,Pop Rock Ballad,Rock
english_Seven_Nation_Army,English,The White Stripes,0.36,0.81,Garage Rock,Rock
english_Highway_to_Hell,English,AC/DC,0.45,0.78,Hard Rock,Rock
english_Patience,English,Guns N’ Roses,0.3,0.22,Hard Rock Ballad,Rock
english_Imagine,English,John Lennon,0.3,0.22,Soft Rock,Rock
hindi_Chaiyya_Chaiyya,Hindi,"Sukhwinder Singh, Sapna Awasthi",0.8,0.7,Sufi Pop,Classical
hindi_Lag_Jaa_Gale,Hindi,Lata Mangeshkar,0.3,0.4,Indian Film Ghazal,Classical
hindi_Aap_Jaisa_Koi,Hindi,Nazia Hassan,0.75,0.65,Disco Pop,Pop
hindi_Sandese_Aate_Hain,Hindi,"Sonu Nigam, Roop Kumar Rathod",0.5,0.6,Indian Patriotic Ballad,Classical
hindi_Gallan_Goodiyaan,Hindi,"Yashita Sharma, Manish Kumar Tipu, Farhan Akhtar, Shankar Mahadevan, Sukhwinder Singh",0.9,0.8,Bollywood Folk Dance,Electronic
hindi_Tum_Se_Hi,Hindi,Mohit Chauhan,0.8,0.5,Indian Film Romantic Ballad,Pop
hindi_Kalank_Title_Track,Hindi,Arijit Singh,0.7,0.6,Indian Film Classical Ballad,Classical
english_Bohemian_Rhapsody,English,Queen,0.51,0.64,Progressive Rock,Rock
english_Someone_You_Loved,English,Lewis Capaldi,0.83,0.51,Pop Soul Ballad,R&B
english_Blinding_Lights,English,The Weeknd,0.9,0.8,Synthwave Pop,Pop
hindi_Ajeeb_Dastan_Hai_Yeh,Hindi,Lata Mangeshkar,0.4,0.3,Indian Film Ghazal,Classical
hindi_Jaan_Pehechan_Ho,Hindi,Mohammed Rafi,0.7,0.8,Rock and Roll,Rock
hindi_Hai_Rama,Hindi,"Hariharan, Swarnalatha",0.6,0.7,Bollywood Dance Pop,Pop
hindi_Chadti_Jawani_Meri_Chaal_Mastani,Hindi,"Mohammed Rafi, Lata Mangeshkar",0.8,0.9,Cabaret Dance,Electronic
hindi_Mujhe_Budhha_Mil_Gaya,Hindi,Lata Mangeshkar,0.5,0.4,Bollywood Comedy Song,Pop
hindi_Tere_Bina_Zindagi_Se,Hindi,"Lata Mangeshkar, Kishore Kumar",0.3,0.2,Indian Film Romantic Ballad,Pop
hindi_Piya_Tu_Ab_To_Aaja,Hindi,Asha Bhosle,0.8,0.9,Cabaret Dance,Electronic
hindi_Kabhi_Kabhi_Mere_Dil_Mein,Hindi,Mukesh,0.4,0.3,Indian Film Romantic Ballad,Pop
hindi_Yeh_Sham_Mastani,Hindi,Kishore Kumar,0.6,0.5,Indian Film Romantic Ballad,Pop
hindi_Mere_Sapno_Ki_Rani,Hindi,Kishore Kumar,0.7,0.6,Indian Film Romantic Ballad,Pop
hindi_Lag_Ja_Gale,Hindi,Lata Mangeshkar,0.2,0.3,Indian Film Ghazal,Classical
hindi_O_Haseena_Zulfonwali,Hindi,"Asha Bhosle, Mohammed Rafi",0.8,0.9,Bollywood Rock and Roll,Rock
hindi_Ae_Mere_Humsafar,Hindi,"Udit Narayan, Alka Yagnik",0.5,0.4,Indian Film Romantic Ballad,Pop
hindi_Chura_Liya_Hai_Tumne_Jo_Dil_Ko,Hindi,"Asha Bhosle, Mohammed Rafi",0.6,0.5,Indian Film Romantic Ballad,Pop
hindi_Tere_Bina,Hindi,"A.R. Rahman, Chinmayi",0.5,0.6,Sufi Romantic,Pop
hindi_Pehla_Nasha,Hindi,"Udit Narayan, Sadhana Sargam",0.8,0.7,Indian Film Romantic Ballad,Pop
hindi_Kabhi_Kabhi_Aditi,Hindi,Rashid Ali,0.7,0.8,Bollywood Indie Pop,Pop
hindi_Chand_Sifarish,Hindi,"Shaan, Kailash Kher",0.5,0.6,Indian Film Romantic Ballad,Pop
english_As_It_Was,English,Harry Styles,0.8,0.7,Synth Pop,Pop
english_Sunset_Lover,English,Petit Biscuit,0.7,0.6,Ambient Pop,Pop
english_Dancing_With_A_Stranger,English,"Sam Smith, Normani",0.6,0.7,Dance Pop,Pop
english_Levitating,English,Dua Lipa,0.82,0.76,Disco Pop,Pop
english_Good_4_U,English,Olivia Rodrigo,0.9,0.9,Pop Punk,Rock
english_Bad_Habits,English,Ed Sheeran,0.3,0.46,Dance Pop,Pop
english_Industry_Baby,English,"Lil Nas X, Jack Harlow",0.8,0.9,Trap Hip-Hop,Hip-Hop
english_Stay,English,"The Kid LAROI, Justin Bieber",0.68,0.67,Pop Rap,Hip-Hop
english_Circles,English,Post Malone,0.77,0.8,Pop Rock,Rock
english_Sunflower,English,"Post Malone, Swae Lee",0.54,0.49,Pop Rap,Hip-Hop
english_Sapphire,English,Ed Sheeran ft. Arijit Singh,0.8,0.56,Electropop,Electronic
english_My_Only_Angel,English,Aerosmith & YUNGBLUD,0.9,0.9,Indie Pop,Pop
english_Messy,English,Lola Young,0.38,0.57,Indie Pop,Pop
english_Children_of_the_Baked_Potato,English,Thundercat ft. Remi Wolf,0.8,0.7,Progressive Rock,Rock
english_My_Love,English,Leigh-Anne ft. Ayra Starr,0.62,0.54,Pop Ballad,Pop
english_We_Pray,English,"Coldplay ft. Little Simz, Burna Boy, Elyanna, and Tini",0.9,0.8,Pop Gospel,R&B
english_Moonlight,English,Kali Uchis,0.75,0.58,Indie Pop,Pop
english_Miracle,English,Calvin Harris & Ellie Goulding,0.7,0.67,Dance Pop,Pop
english_Labour,English,Paris Paloma,0.7,0.7,Indie Pop,Pop
"english_You'll_be_OK,_Kid",English,Demi Lovato,0.8,0.8,Indie Folk,Country
english_Vampire,English,Olivia Rodrigo,0.51,0.49,Pop Rock,Rock
english_Bubble_Gum,English,NewJeans,0.78,0.97,Indie Pop,Pop
hindi_Kesariya,Hindi,Arijit Singh,0.85,0.71,Indian Film Romantic Ballad,Pop
hindi_Deva_Deva,Hindi,"Arijit Singh, Jonita Gandhi",0.8,0.7,Indian Film Devotional Pop,Classical
hindi_Manike,Hindi,"Jubin Nautiyal, Yohani",0.75,0.8,Indo-Pop Dance,Electronic
hindi_Pasoori,Hindi,"Shae Gill, Ali Sethi",0.6,0.5,Folk Fusion,Country
hindi_Oo_Antava_Oo_Oo_Antava,Hindi,Indravathi Chauhan,0.85,0.9,Bollywood Dance Pop,Pop
hindi_Naatu_Naatu,Hindi,"Rahul Sipligunj, Kaala Bhairava",0.9,0.95,Telugu Folk Dance,Country
hindi_Jhoome_Jo_Pathaan,Hindi,"Arijit Singh, Sukriti Kakar",0.85,0.8,Bollywood Dance Pop,Pop
hindi_Maan_Meri_Jaan,Hindi,King,0.7,0.6,Indie Romantic Pop,Pop
hindi_Chaleya,Hindi,"Arijit Singh, Shilpa Rao",0.8,0.5,Indian Film Romantic Ballad,Pop
english_Rich_Flex,English,Drake & 21 Savage,0.6,0.8,Trap Hip-Hop,Hip-Hop
english_Last_Night,English,Morgan Wallen,0.89,0.54,Country Pop,Country
english_Kill_Bill,English,SZA,0.83,0.7,R&B Pop,R&B
english_Cruel_Summer,English,Taylor Swift,0.85,0.75,Synth Pop,Pop
english_Sure_Thing,English,Miguel,0.68,0.46,R&B,R&B
english_What_Was_I_Made_For,English,Billie Eilish,0.2,0.2,Pop Ballad,Pop
english_About_Damn_Time,English,Lizzo,0.95,0.9,Funk Pop,R&B
english_Anti-Hero,English,Taylor Swift,0.55,0.45,Synth Pop,Pop
english_Unholy,English,"Sam Smith, Kim Petras",0.6,0.85,Dark Pop,Pop
english_Calm_Down,English,"Rema, Selena Gomez",0.77,0.49,Afrobeats Pop,Pop
english_Creepin',English,"Metro Boomin, The Weeknd, 21 Savage",0.81,0.52,R&B,R&B
english_Escapism.,English,"RAYE, 070 Shake",0.35,0.75,Alternative R&B,R&B
english_I'm_Good_(Blue),English,"David Guetta, Bebe Rexha",0.95,0.9,Dance Pop,Pop
hindi_Param_Sundari,Hindi,Shreya Ghoshal,0.9,0.8,Bollywood Dance Pop,Pop
hindi_Raataan_Lambiyan,Hindi,"Jubin Nautiyal, Asees Kaur",0.8,0.5,Indian Film Romantic Ballad,Pop
english_Flowers,English,Miley Cyrus,0.49,0.42,Pop Rock,Rock
english_Made_You_Look,English,Meghan Trainor,0.9,0.8,Retro Pop,Pop
english_Under_The_Influence,English,Chris Brown,0.73,0.71,R&B,R&B
english_Celestial,English,Ed Sheeran,0.47,0.71,Pop Rock,Rock
english_Forget_Me,English,Lewis Capaldi,0.79,0.44,Pop Rock,Rock
english_Bad_Decisions,English,"Benny Blanco, BTS, Snoop Dogg",0.75,0.7,Pop Rock,Rock
english_Victoria’s_Secret,English,JAX,0.89,0.46,Pop Rock,Rock
hindi_Nadiyon_Paar_(Let_the_Music_Play_Again),Hindi,"Shamur, Rashmeet Kaur, IP Singh, Sachin-Jigar",0.9,0.9,Bollywood Dance Pop,Pop
hindi_Ranjha,Hindi,"B Praak, Jasleen Royal",0.86,0.8,Indian Film Romantic Ballad,Pop
hindi_Meri_Jaan,Hindi,Neeti Mohan,0.75,0.5,Indian Film Romantic Ballad,Pop
hindi_Dhokha,Hindi,Arijit Singh,0.25,0.5,Indian Film Sad Ballad,Classical
hindi_Jab_Saiyaan,Hindi,Shreya Ghoshal,0.8,0.6,Indian Film Classical Ballad,Classical
hindi_Bhool_Bhulaiyaa_2_Title_Track,Hindi,Neeraj Shridhar,0.85,0.9,Bollywood Dance Pop,Pop
english_Dynamite,English,BTS,0.93,0.8,Disco Pop,Pop
english_Old_Town_Road,English,Lil Nas X ft. Billy Ray Cyrus,0.8,0.8,Country Rap,Hip-Hop
english_Positions,English,Ariana Grande,0.7,0.6,R&B Pop,R&B
english_Memories,English,Maroon 5,0.78,0.56,Pop Ballad,Pop
english_Watermelon_Sugar,English,Harry Styles,0.9,0.7,Pop Rock,Rock
english_Lovely,English,"Billie Eilish, Khalid",0.32,0.79,Alternative Pop,Rock
english_Goosebumps,English,Travis Scott,0.7,0.8,Trap Pop,Pop
english_Mood,English,24kGoldn ft. Iann Dior,0.8,0.8,Pop Rap,Hip-Hop
english_Therefore_I_Am,English,Billie Eilish,0.47,0.44,Alternative Pop,Rock
english_Willow,English,Taylor Swift,0.73,0.62,Folk Pop,Pop
english_Kiss_Me_More,English,Doja Cat ft. SZA,0.9,0.8,Pop Rap,Hip-Hop
hindi_Dil_Bechara,Hindi,A.R. Rahman,0.9,0.9,Indian Film Sad Ballad,Classical
hindi_Duniyaa,Hindi,"Akhil, Dhvani Bhanushali",0.8,0.8,Indian Film Romantic Ballad,Pop
hindi_Hawayein,Hindi,Arijit Singh,0.9,0.9,Indian Film Romantic Ballad,Pop
hindi_O_Saki_Saki,Hindi,"Neha Kakkar, Tulsi Kumar",0.8,0.8,Bollywood Dance Pop,Pop
english_Save_Your_Tears,English,The Weeknd,0.5,0.4,Synth Pop,Pop
english_Senorita,English,"Shawn Mendes, Camila Cabello",0.3,0.85,Latin Pop,Pop
english_Butter,English,BTS,0.9,0.85,Dance Pop,Pop
english_Peaches,English,"Justin Bieber ft. Daniel Caesar, Giveon",0.89,0.72,R&B Pop,R&B
english_Shivers,English,Ed Sheeran,0.46,0.81,Dance Pop,Pop
english_Adore_You,English,Harry Styles,0.87,0.64,Pop Rock,Rock
english_Cold_Heart_(PNAU_Remix),English,Elton John & Dua Lipa,0.85,0.75,Dance Pop,Pop
english_Heat_Waves,English,Glass Animals,0.83,0.63,Indie Pop,Pop
english_Happier_Than_Ever,English,Billie Eilish,0.3,0.4,Alternative Rock,Rock
english_Montero_(Call_Me_By_Your_Name),English,Lil Nas X,0.7,0.8,Pop Rap,Hip-Hop
english_Permission_to_Dance,English,BTS,0.95,0.85,Dance Pop,Pop
english_You_Right,English,"Doja Cat, The Weeknd",0.82,0.36,R&B Pop,R&B
english_Woman,English,Doja Cat,0.63,0.59,Afrobeats Pop,Pop
english_Fancy_Like,English,Walker Hayes,0.8,0.7,Country Pop,Country
english_Billie_Eilish.,English,Armani White,0.85,0.9,Alternative Pop,Rock
english_Abracadabra,English,Lady Gaga,0.69,0.82,Electropop,Electronic
english_Something_Beautiful,English,Miley Cyrus,0.9,0.75,Pop Ballad,Pop
english_Luther,English,Kendrick Lamar ft. SZA,0.7,0.65,Indie Folk,Country
english_Born_Again,English,Lisa ft. Doja Cat and Raye,0.78,0.69,Pop Rock,Rock
english_Twilight_Zone,English,Ariana Grande,0.52,0.83,Synth Pop,Pop
english_Soft_Girl_Era,English,Ari Lennox,0.7,0.6,Indie Pop,Pop
english_Physical,English,Dua Lipa ft. Troye Sivan,0.84,0.73,Dance Pop,Pop
english_APT.,English,Rosé & Bruno Mars,0.8,0.85,Electropop,Electronic
english_Ordinary,English,Alex Warren,0.89,0.78,Pop Ballad,Pop
english_Havana,English,Camila Cabello ft. Young Thug,0.76,0.38,Latin Pop,Pop
english_Before_He_Cheats,English,Carrie Underwood,0.7,0.65,Country Pop,Country
english_Say_So,English,Doja Cat,0.8,0.75,Disco Pop,Pop
english_Savage_Love,English,Jawsh 685 & Jason Derulo,0.8,0.8,Dance Pop,Pop
english_Truth_Hurts,English,Lizzo,0.75,0.85,Hip-Hop Soul,R&B
english_Electric_Love,English,BØRNS,1.0,0.83,Indie Pop,Pop
english_Feel_It_Still,English,Portugal. The Man,0.9,0.85,Alternative Pop,Rock
english_Kings_&_Queens,English,Ava Max,0.46,0.89,Dance Pop,Pop
english_Don’t_Go_Yet,English,Camila Cabello,0.75,0.85,Latin Pop,Pop
english_Shut_Up_and_Dance,English,Walk the Moon,0.98,0.81,Dance Rock,Rock
english_Smooth,English,Santana ft. Rob Thomas,0.8,0.81,Latin Pop,Pop
english_Don’t_Stop_Believin’,English,Journey,0.9,0.85,Arena Rock,Rock
english_Drops_of_Jupiter,English,Train,0.7,0.6,Pop Rock,Rock
english_Rock_Your_Body,English,Justin Timberlake,0.91,0.86,Pop R&B,R&B
english_My_Heart_Will_Go_On,English,Celine Dion,0.81,0.64,Pop Ballad,Pop
english_Because_You_Loved_Me,English,Celine Dion,0.89,0.7,Pop Ballad,Pop
english_Crazy_in_Love,English,Beyoncé ft. Jay-Z,0.75,0.46,R&B Pop,R&B
english_You’re_Beautiful,English,James Blunt,0.77,0.6,Pop Ballad,Pop
english_It’s_My_Life,English,Bon Jovi,0.91,0.86,Pop Rock,Rock
english_Complicated,English,Avril Lavigne,0.74,0.75,Pop Rock,Rock
english_God_Only_Knows,English,The Beach Boys,0.64,0.67,Baroque Pop,Pop
english_Hallelujah,English,Leonard Cohen,0.65,0.67,Folk Rock,Rock
english_Old_Time_Rock_and_Roll,English,Bob Seger,0.8,0.7,Rock and Roll,Rock
english_Kiss_from_a_Rose,English,Seal,0.82,0.6,Pop Soul,R&B
english_Unchained_Melody,English,The Righteous Brothers,0.78,0.65,Traditional Pop,Pop
english_Wonderful_Tonight,English,Eric Clapton,0.62,0.56,Soft Rock,Rock
english_Have_I_Told_You_Lately,English,Van Morrison,0.74,0.58,Soft Rock,Rock
english_Your_Song,English,Elton John,0.82,0.59,Soft Rock,Rock
english_Something,English,The Beatles,0.56,0.79,Rock Ballad,Rock
english_Unforgettable,English,Nat King Cole,0.83,0.63,Traditional Pop,Pop
english_Just_the_Way_You_Are,English,Bruno Mars,0.87,0.62,Pop Ballad,Pop
hindi_Pyar_Hua_Ikrar_Hua,Hindi,Lata Mangeshkar & Manna Dey,0.9,0.3,Indian Film Romantic Duet,Pop
english_Black_Dog,English,Led Zeppelin,0.6,0.9,Hard Rock,Rock
english_Get_Lucky,English,Daft Punk ft. Pharrell Williams,0.95,0.85,Disco Funk,R&B
english_Go_Your_Own_Way,English,Fleetwood Mac,0.85,0.8,Pop Rock,Rock
english_Billie_Jean,English,Michael Jackson,0.73,0.78,Post-Disco,R&B
english_Zombie,English,The Cranberries,0.81,0.8,Alternative Rock,Rock
english_Firestarter,English,The Prodigy,0.45,0.71,Big Beat,Electronic
english_Dreams,English,Fleetwood Mac,0.66,0.63,Soft Rock,Rock
english_Heroes,English,David Bowie,0.37,0.46,Art Rock,Rock
english_Smooth_Criminal,English,Michael Jackson,0.85,0.82,Pop Funk,R&B
english_Enter_Sandman,English,Metallica,0.74,0.57,Heavy Metal,Rock
english_It_Was_a_Good_Day,English,Ice Cube,0.7,0.4,West Coast Hip-Hop,Hip-Hop
english_Thriller,English,Michael Jackson,0.35,0.29,Pop Funk,R&B
english_Sultans_of_Swing,English,Dire Straits,0.75,0.75,Roots Rock,Country
english_The_Ocean,English,Led Zeppelin,0.66,0.56,Hard Rock,Rock
english_Paradise,English,Coldplay,0.89,0.69,Pop Rock,Rock
english_Superstition,English,Stevie Wonder,0.8,0.75,Funk,R&B
english_Respect,English,Aretha Franklin,0.3,0.85,Soul,R&B
english_Crazy,English,Gnarls Barkley,0.47,0.77,Pop Rock,Rock
english_Runaway,English,Kanye West,0.89,0.67,Pop Rock,Rock
english_Jump,English,Van Halen,0.47,0.4,Hard Rock,Rock
english_No_Scrubs,English,TLC,0.75,0.7,R&B Pop,R&B
english_Love_Shack,English,The B-52s,0.93,0.77,New Wave Pop,Pop
